,time,status,model_name,model_type
0,1900-01-01 02:33:00,True,percentage_denied-predictor,predictor
1,1900-01-01 02:35:00,True,percentage_denied-predictor,predictor
2,1900-01-01 02:36:00,True,percentage_denied-predictor,predictor
3,1900-01-01 02:37:00,True,percentage_denied-predictor,predictor
4,1900-01-01 02:38:00,True,percentage_denied-predictor,predictor
5,1900-01-01 02:39:00,True,percentage_denied-predictor,predictor
6,1900-01-01 02:40:00,True,percentage_denied-predictor,predictor
7,1900-01-01 02:41:00,True,percentage_denied-predictor,predictor
8,1900-01-01 02:42:00,True,percentage_denied-predictor,predictor
9,1900-01-01 02:43:00,True,percentage_denied-predictor,predictor
10,1900-01-01 02:44:00,True,percentage_denied-predictor,predictor
11,1900-01-01 02:45:00,True,percentage_denied-predictor,predictor
12,1900-01-01 02:46:00,True,percentage_denied-predictor,predictor
13,1900-01-01 02:47:00,True,percentage_denied-predictor,predictor
14,1900-01-01 02:48:00,True,percentage_denied-predictor,predictor
15,1900-01-01 02:49:00,True,percentage_denied-predictor,predictor
16,1900-01-01 02:50:00,True,percentage_denied-predictor,predictor
17,1900-01-01 02:51:00,True,percentage_denied-predictor,predictor
18,1900-01-01 02:52:00,True,percentage_denied-predictor,predictor
19,1900-01-01 02:53:00,True,percentage_denied-predictor,predictor
20,1900-01-01 02:54:00,True,percentage_denied-predictor,predictor
21,1900-01-01 02:56:00,True,percentage_denied-predictor,predictor
22,1900-01-01 02:58:00,True,percentage_denied-predictor,predictor
23,1900-01-01 03:01:00,True,percentage_denied-predictor,predictor
24,1900-01-01 03:02:00,True,percentage_denied-predictor,predictor
25,1900-01-01 03:03:00,True,percentage_denied-predictor,predictor
26,1900-01-01 03:06:00,True,percentage_denied-predictor,predictor
27,1900-01-01 03:07:00,True,percentage_denied-predictor,predictor
28,1900-01-01 03:08:00,True,percentage_denied-predictor,predictor
29,1900-01-01 03:09:00,True,percentage_denied-predictor,predictor
30,1900-01-01 04:48:00,True,percentage_denied-predictor,predictor
31,1900-01-01 04:49:00,True,percentage_denied-predictor,predictor
32,1900-01-01 04:52:00,True,percentage_denied-predictor,predictor
33,1900-01-01 04:55:00,True,percentage_denied-predictor,predictor
34,1900-01-01 04:56:00,True,percentage_denied-predictor,predictor
35,1900-01-01 04:58:00,True,percentage_denied-predictor,predictor
36,1900-01-01 05:00:00,True,percentage_denied-predictor,predictor
37,1900-01-01 05:01:00,True,percentage_denied-predictor,predictor
38,1900-01-01 05:02:00,True,percentage_denied-predictor,predictor
39,1900-01-01 05:04:00,True,percentage_denied-predictor,predictor
40,1900-01-01 05:05:00,True,percentage_denied-predictor,predictor
41,1900-01-01 05:06:00,True,percentage_denied-predictor,predictor
42,1900-01-01 05:07:00,True,percentage_denied-predictor,predictor
43,1900-01-01 05:08:00,True,percentage_denied-predictor,predictor
44,1900-01-01 05:09:00,True,percentage_denied-predictor,predictor
45,1900-01-01 05:10:00,True,percentage_denied-predictor,predictor
46,1900-01-01 05:12:00,True,percentage_denied-predictor,predictor
47,1900-01-01 05:13:00,True,percentage_denied-predictor,predictor
48,1900-01-01 05:14:00,True,percentage_denied-predictor,predictor
49,1900-01-01 05:15:00,True,percentage_denied-predictor,predictor
50,1900-01-01 05:16:00,True,percentage_denied-predictor,predictor
51,1900-01-01 05:17:00,True,percentage_denied-predictor,predictor
52,1900-01-01 05:18:00,True,percentage_denied-predictor,predictor
53,1900-01-01 05:19:00,True,percentage_denied-predictor,predictor
54,1900-01-01 05:21:00,True,percentage_denied-predictor,predictor
55,1900-01-01 05:22:00,True,percentage_denied-predictor,predictor
56,1900-01-01 05:23:00,True,percentage_denied-predictor,predictor
57,1900-01-01 05:25:00,True,percentage_denied-predictor,predictor
58,1900-01-01 05:26:00,True,percentage_denied-predictor,predictor
59,1900-01-01 05:27:00,True,percentage_denied-predictor,predictor
0,1900-01-01 00:01:00,True,percentage_denied-rule_based,rule_based
1,1900-01-01 00:02:00,True,percentage_denied-rule_based,rule_based
2,1900-01-01 00:04:00,True,percentage_denied-rule_based,rule_based
3,1900-01-01 00:05:00,True,percentage_denied-rule_based,rule_based
4,1900-01-01 00:06:00,True,percentage_denied-rule_based,rule_based
5,1900-01-01 00:12:00,True,percentage_denied-rule_based,rule_based
6,1900-01-01 00:13:00,True,percentage_denied-rule_based,rule_based
7,1900-01-01 00:14:00,True,percentage_denied-rule_based,rule_based
8,1900-01-01 00:15:00,True,percentage_denied-rule_based,rule_based
9,1900-01-01 00:20:00,True,percentage_denied-rule_based,rule_based
10,1900-01-01 00:21:00,True,percentage_denied-rule_based,rule_based
11,1900-01-01 00:22:00,True,percentage_denied-rule_based,rule_based
12,1900-01-01 00:23:00,True,percentage_denied-rule_based,rule_based
13,1900-01-01 00:24:00,True,percentage_denied-rule_based,rule_based
14,1900-01-01 00:25:00,True,percentage_denied-rule_based,rule_based
15,1900-01-01 00:28:00,True,percentage_denied-rule_based,rule_based
16,1900-01-01 00:30:00,True,percentage_denied-rule_based,rule_based
17,1900-01-01 00:31:00,True,percentage_denied-rule_based,rule_based
18,1900-01-01 00:33:00,True,percentage_denied-rule_based,rule_based
19,1900-01-01 00:34:00,True,percentage_denied-rule_based,rule_based
20,1900-01-01 00:36:00,True,percentage_denied-rule_based,rule_based
21,1900-01-01 00:38:00,True,percentage_denied-rule_based,rule_based
22,1900-01-01 01:40:00,True,percentage_denied-rule_based,rule_based
23,1900-01-01 01:54:00,True,percentage_denied-rule_based,rule_based
24,1900-01-01 01:56:00,True,percentage_denied-rule_based,rule_based
25,1900-01-01 02:05:00,True,percentage_denied-rule_based,rule_based
26,1900-01-01 02:07:00,True,percentage_denied-rule_based,rule_based
27,1900-01-01 02:14:00,True,percentage_denied-rule_based,rule_based
28,1900-01-01 02:15:00,True,percentage_denied-rule_based,rule_based
29,1900-01-01 02:37:00,True,percentage_denied-rule_based,rule_based
30,1900-01-01 02:38:00,True,percentage_denied-rule_based,rule_based
31,1900-01-01 02:54:00,True,percentage_denied-rule_based,rule_based
32,1900-01-01 02:58:00,True,percentage_denied-rule_based,rule_based
33,1900-01-01 03:01:00,True,percentage_denied-rule_based,rule_based
34,1900-01-01 03:03:00,True,percentage_denied-rule_based,rule_based
35,1900-01-01 03:07:00,True,percentage_denied-rule_based,rule_based
36,1900-01-01 03:09:00,True,percentage_denied-rule_based,rule_based
37,1900-01-01 03:10:00,True,percentage_denied-rule_based,rule_based
38,1900-01-01 03:17:00,True,percentage_denied-rule_based,rule_based
39,1900-01-01 03:18:00,True,percentage_denied-rule_based,rule_based
40,1900-01-01 03:24:00,True,percentage_denied-rule_based,rule_based
41,1900-01-01 03:26:00,True,percentage_denied-rule_based,rule_based
42,1900-01-01 03:33:00,True,percentage_denied-rule_based,rule_based
43,1900-01-01 03:34:00,True,percentage_denied-rule_based,rule_based
44,1900-01-01 03:39:00,True,percentage_denied-rule_based,rule_based
45,1900-01-01 03:40:00,True,percentage_denied-rule_based,rule_based
46,1900-01-01 03:41:00,True,percentage_denied-rule_based,rule_based
47,1900-01-01 03:42:00,True,percentage_denied-rule_based,rule_based
48,1900-01-01 03:43:00,True,percentage_denied-rule_based,rule_based
49,1900-01-01 03:46:00,True,percentage_denied-rule_based,rule_based
50,1900-01-01 03:50:00,True,percentage_denied-rule_based,rule_based
51,1900-01-01 03:52:00,True,percentage_denied-rule_based,rule_based
52,1900-01-01 03:53:00,True,percentage_denied-rule_based,rule_based
53,1900-01-01 04:03:00,True,percentage_denied-rule_based,rule_based
54,1900-01-01 04:13:00,True,percentage_denied-rule_based,rule_based
55,1900-01-01 04:28:00,True,percentage_denied-rule_based,rule_based
56,1900-01-01 05:06:00,True,percentage_denied-rule_based,rule_based
57,1900-01-01 05:07:00,True,percentage_denied-rule_based,rule_based
58,1900-01-01 05:10:00,True,percentage_denied-rule_based,rule_based
59,1900-01-01 05:12:00,True,percentage_denied-rule_based,rule_based
60,1900-01-01 05:13:00,True,percentage_denied-rule_based,rule_based
61,1900-01-01 05:15:00,True,percentage_denied-rule_based,rule_based
62,1900-01-01 05:25:00,True,percentage_denied-rule_based,rule_based
63,1900-01-01 05:27:00,True,percentage_denied-rule_based,rule_based
64,1900-01-01 05:28:00,True,percentage_denied-rule_based,rule_based
65,1900-01-01 05:32:00,True,percentage_denied-rule_based,rule_based
66,1900-01-01 05:34:00,True,percentage_denied-rule_based,rule_based
67,1900-01-01 05:35:00,True,percentage_denied-rule_based,rule_based
68,1900-01-01 05:36:00,True,percentage_denied-rule_based,rule_based
69,1900-01-01 05:37:00,True,percentage_denied-rule_based,rule_based
70,1900-01-01 05:38:00,True,percentage_denied-rule_based,rule_based
71,1900-01-01 05:45:00,True,percentage_denied-rule_based,rule_based
72,1900-01-01 05:47:00,True,percentage_denied-rule_based,rule_based
73,1900-01-01 05:48:00,True,percentage_denied-rule_based,rule_based
74,1900-01-01 05:49:00,True,percentage_denied-rule_based,rule_based
75,1900-01-01 05:52:00,True,percentage_denied-rule_based,rule_based
76,1900-01-01 05:53:00,True,percentage_denied-rule_based,rule_based
77,1900-01-01 05:58:00,True,percentage_denied-rule_based,rule_based
78,1900-01-01 06:01:00,True,percentage_denied-rule_based,rule_based
79,1900-01-01 06:02:00,True,percentage_denied-rule_based,rule_based
80,1900-01-01 06:03:00,True,percentage_denied-rule_based,rule_based
81,1900-01-01 06:04:00,True,percentage_denied-rule_based,rule_based
82,1900-01-01 06:06:00,True,percentage_denied-rule_based,rule_based
83,1900-01-01 06:07:00,True,percentage_denied-rule_based,rule_based
84,1900-01-01 06:08:00,True,percentage_denied-rule_based,rule_based
85,1900-01-01 06:10:00,True,percentage_denied-rule_based,rule_based
86,1900-01-01 06:23:00,True,percentage_denied-rule_based,rule_based
87,1900-01-01 06:27:00,True,percentage_denied-rule_based,rule_based
88,1900-01-01 06:31:00,True,percentage_denied-rule_based,rule_based
89,1900-01-01 06:33:00,True,percentage_denied-rule_based,rule_based
90,1900-01-01 06:37:00,True,percentage_denied-rule_based,rule_based
91,1900-01-01 06:43:00,True,percentage_denied-rule_based,rule_based
92,1900-01-01 06:53:00,True,percentage_denied-rule_based,rule_based
93,1900-01-01 06:57:00,True,percentage_denied-rule_based,rule_based
0,1900-01-01 02:47:00,True,percentage_reversed-predictor,predictor
1,1900-01-01 02:48:00,True,percentage_reversed-predictor,predictor
2,1900-01-01 02:49:00,True,percentage_reversed-predictor,predictor
3,1900-01-01 02:50:00,True,percentage_reversed-predictor,predictor
4,1900-01-01 02:51:00,True,percentage_reversed-predictor,predictor
5,1900-01-01 02:52:00,True,percentage_reversed-predictor,predictor
6,1900-01-01 02:53:00,True,percentage_reversed-predictor,predictor
7,1900-01-01 02:54:00,True,percentage_reversed-predictor,predictor
8,1900-01-01 02:56:00,True,percentage_reversed-predictor,predictor
9,1900-01-01 02:58:00,True,percentage_reversed-predictor,predictor
10,1900-01-01 03:01:00,True,percentage_reversed-predictor,predictor
11,1900-01-01 03:02:00,True,percentage_reversed-predictor,predictor
12,1900-01-01 03:03:00,True,percentage_reversed-predictor,predictor
13,1900-01-01 03:06:00,True,percentage_reversed-predictor,predictor
14,1900-01-01 03:07:00,True,percentage_reversed-predictor,predictor
15,1900-01-01 03:08:00,True,percentage_reversed-predictor,predictor
16,1900-01-01 03:09:00,True,percentage_reversed-predictor,predictor
17,1900-01-01 03:10:00,True,percentage_reversed-predictor,predictor
18,1900-01-01 03:14:00,True,percentage_reversed-predictor,predictor
19,1900-01-01 03:15:00,True,percentage_reversed-predictor,predictor
20,1900-01-01 03:17:00,True,percentage_reversed-predictor,predictor
21,1900-01-01 03:18:00,True,percentage_reversed-predictor,predictor
22,1900-01-01 03:20:00,True,percentage_reversed-predictor,predictor
23,1900-01-01 03:24:00,True,percentage_reversed-predictor,predictor
24,1900-01-01 03:26:00,True,percentage_reversed-predictor,predictor
25,1900-01-01 03:28:00,True,percentage_reversed-predictor,predictor
26,1900-01-01 03:29:00,True,percentage_reversed-predictor,predictor
27,1900-01-01 03:30:00,True,percentage_reversed-predictor,predictor
28,1900-01-01 03:33:00,True,percentage_reversed-predictor,predictor
29,1900-01-01 03:34:00,True,percentage_reversed-predictor,predictor
30,1900-01-01 05:12:00,True,percentage_reversed-predictor,predictor
31,1900-01-01 05:13:00,True,percentage_reversed-predictor,predictor
32,1900-01-01 05:14:00,True,percentage_reversed-predictor,predictor
33,1900-01-01 05:15:00,True,percentage_reversed-predictor,predictor
34,1900-01-01 05:16:00,True,percentage_reversed-predictor,predictor
35,1900-01-01 05:17:00,True,percentage_reversed-predictor,predictor
36,1900-01-01 05:18:00,True,percentage_reversed-predictor,predictor
37,1900-01-01 05:19:00,True,percentage_reversed-predictor,predictor
38,1900-01-01 05:21:00,True,percentage_reversed-predictor,predictor
39,1900-01-01 05:22:00,True,percentage_reversed-predictor,predictor
40,1900-01-01 05:23:00,True,percentage_reversed-predictor,predictor
41,1900-01-01 05:25:00,True,percentage_reversed-predictor,predictor
42,1900-01-01 05:26:00,True,percentage_reversed-predictor,predictor
43,1900-01-01 05:27:00,True,percentage_reversed-predictor,predictor
44,1900-01-01 05:28:00,True,percentage_reversed-predictor,predictor
45,1900-01-01 05:30:00,True,percentage_reversed-predictor,predictor
46,1900-01-01 05:31:00,True,percentage_reversed-predictor,predictor
47,1900-01-01 05:32:00,True,percentage_reversed-predictor,predictor
48,1900-01-01 05:33:00,True,percentage_reversed-predictor,predictor
49,1900-01-01 05:34:00,True,percentage_reversed-predictor,predictor
50,1900-01-01 05:35:00,True,percentage_reversed-predictor,predictor
51,1900-01-01 05:36:00,True,percentage_reversed-predictor,predictor
52,1900-01-01 05:37:00,True,percentage_reversed-predictor,predictor
53,1900-01-01 05:38:00,True,percentage_reversed-predictor,predictor
54,1900-01-01 05:39:00,True,percentage_reversed-predictor,predictor
55,1900-01-01 05:40:00,True,percentage_reversed-predictor,predictor
56,1900-01-01 05:41:00,True,percentage_reversed-predictor,predictor
57,1900-01-01 05:42:00,True,percentage_reversed-predictor,predictor
58,1900-01-01 05:43:00,True,percentage_reversed-predictor,predictor
59,1900-01-01 05:44:00,True,percentage_reversed-predictor,predictor
0,1900-01-01 00:00:00,True,percentage_reversed-rule_based,rule_based
1,1900-01-01 00:01:00,True,percentage_reversed-rule_based,rule_based
2,1900-01-01 00:02:00,True,percentage_reversed-rule_based,rule_based
3,1900-01-01 00:03:00,True,percentage_reversed-rule_based,rule_based
4,1900-01-01 00:04:00,True,percentage_reversed-rule_based,rule_based
5,1900-01-01 00:05:00,True,percentage_reversed-rule_based,rule_based
6,1900-01-01 00:06:00,True,percentage_reversed-rule_based,rule_based
7,1900-01-01 00:07:00,True,percentage_reversed-rule_based,rule_based
8,1900-01-01 00:08:00,True,percentage_reversed-rule_based,rule_based
9,1900-01-01 00:09:00,True,percentage_reversed-rule_based,rule_based
10,1900-01-01 00:10:00,True,percentage_reversed-rule_based,rule_based
11,1900-01-01 00:11:00,True,percentage_reversed-rule_based,rule_based
12,1900-01-01 00:12:00,True,percentage_reversed-rule_based,rule_based
13,1900-01-01 00:15:00,True,percentage_reversed-rule_based,rule_based
14,1900-01-01 00:16:00,True,percentage_reversed-rule_based,rule_based
15,1900-01-01 00:17:00,True,percentage_reversed-rule_based,rule_based
16,1900-01-01 00:21:00,True,percentage_reversed-rule_based,rule_based
17,1900-01-01 00:25:00,True,percentage_reversed-rule_based,rule_based
18,1900-01-01 00:36:00,True,percentage_reversed-rule_based,rule_based
19,1900-01-01 01:41:00,True,percentage_reversed-rule_based,rule_based
20,1900-01-01 01:42:00,True,percentage_reversed-rule_based,rule_based
21,1900-01-01 01:43:00,True,percentage_reversed-rule_based,rule_based
22,1900-01-01 01:44:00,True,percentage_reversed-rule_based,rule_based
23,1900-01-01 01:46:00,True,percentage_reversed-rule_based,rule_based
24,1900-01-01 02:11:00,True,percentage_reversed-rule_based,rule_based
25,1900-01-01 03:34:00,True,percentage_reversed-rule_based,rule_based
26,1900-01-01 03:44:00,True,percentage_reversed-rule_based,rule_based
27,1900-01-01 03:50:00,True,percentage_reversed-rule_based,rule_based
28,1900-01-01 05:44:00,True,percentage_reversed-rule_based,rule_based
29,1900-01-01 05:49:00,True,percentage_reversed-rule_based,rule_based
30,1900-01-01 05:51:00,True,percentage_reversed-rule_based,rule_based
31,1900-01-01 05:53:00,True,percentage_reversed-rule_based,rule_based
32,1900-01-01 05:55:00,True,percentage_reversed-rule_based,rule_based
33,1900-01-01 05:57:00,True,percentage_reversed-rule_based,rule_based
34,1900-01-01 06:03:00,True,percentage_reversed-rule_based,rule_based
35,1900-01-01 06:20:00,True,percentage_reversed-rule_based,rule_based
36,1900-01-01 06:27:00,True,percentage_reversed-rule_based,rule_based
37,1900-01-01 06:36:00,True,percentage_reversed-rule_based,rule_based
38,1900-01-01 06:42:00,True,percentage_reversed-rule_based,rule_based
39,1900-01-01 06:46:00,True,percentage_reversed-rule_based,rule_based
40,1900-01-01 06:48:00,True,percentage_reversed-rule_based,rule_based
41,1900-01-01 06:51:00,True,percentage_reversed-rule_based,rule_based
0,1900-01-01 00:00:00,True,sucess_rate-rule_based,rule_based
1,1900-01-01 00:01:00,True,sucess_rate-rule_based,rule_based
2,1900-01-01 00:02:00,True,sucess_rate-rule_based,rule_based
3,1900-01-01 00:03:00,True,sucess_rate-rule_based,rule_based
4,1900-01-01 00:04:00,True,sucess_rate-rule_based,rule_based
5,1900-01-01 00:05:00,True,sucess_rate-rule_based,rule_based
6,1900-01-01 00:06:00,True,sucess_rate-rule_based,rule_based
7,1900-01-01 00:07:00,True,sucess_rate-rule_based,rule_based
8,1900-01-01 00:08:00,True,sucess_rate-rule_based,rule_based
9,1900-01-01 00:09:00,True,sucess_rate-rule_based,rule_based
10,1900-01-01 00:10:00,True,sucess_rate-rule_based,rule_based
11,1900-01-01 00:11:00,True,sucess_rate-rule_based,rule_based
12,1900-01-01 00:12:00,True,sucess_rate-rule_based,rule_based
13,1900-01-01 00:14:00,True,sucess_rate-rule_based,rule_based
14,1900-01-01 00:15:00,True,sucess_rate-rule_based,rule_based
15,1900-01-01 00:16:00,True,sucess_rate-rule_based,rule_based
16,1900-01-01 00:17:00,True,sucess_rate-rule_based,rule_based
17,1900-01-01 00:20:00,True,sucess_rate-rule_based,rule_based
18,1900-01-01 00:21:00,True,sucess_rate-rule_based,rule_based
19,1900-01-01 00:22:00,True,sucess_rate-rule_based,rule_based
20,1900-01-01 00:23:00,True,sucess_rate-rule_based,rule_based
21,1900-01-01 00:24:00,True,sucess_rate-rule_based,rule_based
22,1900-01-01 00:25:00,True,sucess_rate-rule_based,rule_based
23,1900-01-01 00:28:00,True,sucess_rate-rule_based,rule_based
24,1900-01-01 00:30:00,True,sucess_rate-rule_based,rule_based
25,1900-01-01 00:31:00,True,sucess_rate-rule_based,rule_based
26,1900-01-01 00:33:00,True,sucess_rate-rule_based,rule_based
27,1900-01-01 00:36:00,True,sucess_rate-rule_based,rule_based
28,1900-01-01 00:38:00,True,sucess_rate-rule_based,rule_based
29,1900-01-01 01:41:00,True,sucess_rate-rule_based,rule_based
30,1900-01-01 01:42:00,True,sucess_rate-rule_based,rule_based
31,1900-01-01 01:43:00,True,sucess_rate-rule_based,rule_based
32,1900-01-01 01:44:00,True,sucess_rate-rule_based,rule_based
33,1900-01-01 01:46:00,True,sucess_rate-rule_based,rule_based
34,1900-01-01 01:54:00,True,sucess_rate-rule_based,rule_based
35,1900-01-01 01:56:00,True,sucess_rate-rule_based,rule_based
36,1900-01-01 02:05:00,True,sucess_rate-rule_based,rule_based
37,1900-01-01 02:07:00,True,sucess_rate-rule_based,rule_based
38,1900-01-01 02:11:00,True,sucess_rate-rule_based,rule_based
39,1900-01-01 02:14:00,True,sucess_rate-rule_based,rule_based
40,1900-01-01 02:15:00,True,sucess_rate-rule_based,rule_based
41,1900-01-01 02:37:00,True,sucess_rate-rule_based,rule_based
42,1900-01-01 02:38:00,True,sucess_rate-rule_based,rule_based
43,1900-01-01 02:54:00,True,sucess_rate-rule_based,rule_based
44,1900-01-01 02:58:00,True,sucess_rate-rule_based,rule_based
45,1900-01-01 03:01:00,True,sucess_rate-rule_based,rule_based
46,1900-01-01 03:03:00,True,sucess_rate-rule_based,rule_based
47,1900-01-01 03:07:00,True,sucess_rate-rule_based,rule_based
48,1900-01-01 03:09:00,True,sucess_rate-rule_based,rule_based
49,1900-01-01 03:10:00,True,sucess_rate-rule_based,rule_based
50,1900-01-01 03:17:00,True,sucess_rate-rule_based,rule_based
51,1900-01-01 03:18:00,True,sucess_rate-rule_based,rule_based
52,1900-01-01 03:24:00,True,sucess_rate-rule_based,rule_based
53,1900-01-01 03:26:00,True,sucess_rate-rule_based,rule_based
54,1900-01-01 03:33:00,True,sucess_rate-rule_based,rule_based
55,1900-01-01 03:34:00,True,sucess_rate-rule_based,rule_based
56,1900-01-01 03:37:00,True,sucess_rate-rule_based,rule_based
57,1900-01-01 03:38:00,True,sucess_rate-rule_based,rule_based
58,1900-01-01 03:39:00,True,sucess_rate-rule_based,rule_based
59,1900-01-01 03:40:00,True,sucess_rate-rule_based,rule_based
60,1900-01-01 03:41:00,True,sucess_rate-rule_based,rule_based
61,1900-01-01 03:42:00,True,sucess_rate-rule_based,rule_based
62,1900-01-01 03:43:00,True,sucess_rate-rule_based,rule_based
63,1900-01-01 03:44:00,True,sucess_rate-rule_based,rule_based
64,1900-01-01 03:46:00,True,sucess_rate-rule_based,rule_based
65,1900-01-01 03:47:00,True,sucess_rate-rule_based,rule_based
66,1900-01-01 03:50:00,True,sucess_rate-rule_based,rule_based
67,1900-01-01 03:52:00,True,sucess_rate-rule_based,rule_based
68,1900-01-01 03:53:00,True,sucess_rate-rule_based,rule_based
69,1900-01-01 04:03:00,True,sucess_rate-rule_based,rule_based
70,1900-01-01 04:13:00,True,sucess_rate-rule_based,rule_based
71,1900-01-01 04:28:00,True,sucess_rate-rule_based,rule_based
72,1900-01-01 05:06:00,True,sucess_rate-rule_based,rule_based
73,1900-01-01 05:07:00,True,sucess_rate-rule_based,rule_based
74,1900-01-01 05:10:00,True,sucess_rate-rule_based,rule_based
75,1900-01-01 05:12:00,True,sucess_rate-rule_based,rule_based
76,1900-01-01 05:13:00,True,sucess_rate-rule_based,rule_based
77,1900-01-01 05:15:00,True,sucess_rate-rule_based,rule_based
78,1900-01-01 05:25:00,True,sucess_rate-rule_based,rule_based
79,1900-01-01 05:27:00,True,sucess_rate-rule_based,rule_based
80,1900-01-01 05:28:00,True,sucess_rate-rule_based,rule_based
81,1900-01-01 05:32:00,True,sucess_rate-rule_based,rule_based
82,1900-01-01 05:34:00,True,sucess_rate-rule_based,rule_based
83,1900-01-01 05:36:00,True,sucess_rate-rule_based,rule_based
84,1900-01-01 05:38:00,True,sucess_rate-rule_based,rule_based
85,1900-01-01 05:44:00,True,sucess_rate-rule_based,rule_based
86,1900-01-01 05:45:00,True,sucess_rate-rule_based,rule_based
87,1900-01-01 05:47:00,True,sucess_rate-rule_based,rule_based
88,1900-01-01 05:48:00,True,sucess_rate-rule_based,rule_based
89,1900-01-01 05:49:00,True,sucess_rate-rule_based,rule_based
90,1900-01-01 05:53:00,True,sucess_rate-rule_based,rule_based
91,1900-01-01 05:55:00,True,sucess_rate-rule_based,rule_based
92,1900-01-01 05:58:00,True,sucess_rate-rule_based,rule_based
93,1900-01-01 06:01:00,True,sucess_rate-rule_based,rule_based
94,1900-01-01 06:02:00,True,sucess_rate-rule_based,rule_based
95,1900-01-01 06:03:00,True,sucess_rate-rule_based,rule_based
96,1900-01-01 06:06:00,True,sucess_rate-rule_based,rule_based
97,1900-01-01 06:10:00,True,sucess_rate-rule_based,rule_based
98,1900-01-01 06:23:00,True,sucess_rate-rule_based,rule_based
99,1900-01-01 06:27:00,True,sucess_rate-rule_based,rule_based
